Sample,Well Location,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87
Ala1,D9,471504.8438,466139.2188,463715.7813,464491.5625,467416.0625,470879.5625,473754.5625,476130.5,479292,485048.2813,494827.3125,509029.3125,527103.125,548140.125,571607.5625,597546.9375,626103.9375,656762.9375,687895.375,717075.125,741995.3125,761479.75,776005,787505.875,798560.625,811423.4375,827212.0625,845579.5625,864899.625,882991.125,898035.1875,909374.5,917761.4375,924948,932890.8125,942876.9375,955005.75,968193.625,980721.75,990999.125,998131.3125,1001992.688,1002965,1001684.938,998963.4375,995732.9375,992752.3125,990126.9375,986946.625,981414.25,971473.1875,955792.5625,934678.875,910505.9375,887285.5,869379.5625,859808.1875,859035,864871.125,873532.125,881167.625,885044.375,883951.75,877930.125,867707.3125,854224.9375,838410.6875,821168.25,803429.3125,786100,769859.25,754906.875,740881.625,727047.8125,712705.4375,697557.75,681811.5625,665891.125,649879.8125,632839.1875,612276.0625,584039.9375,542988.875,484684.4688,407825.9688,316355.3125,219701.4688
sal13-6,D10,238556.1719,222435.8438,210244.375,205468.1406,209322.6875,220637.7969,236781.0938,254818.0469,272331.6875,287689.6875,299986.7813,308877.7188,314420.375,316891.4688,316608.5938,313819.7188,308728.2188,301623.0313,293010.25,283649.7813,274504.0625,266553.875,260544.7813,256739.875,254764.5938,253722.2344,252589.7188,250722.6719,248180.9375,245671.2813,244158.3594,244426.4844,246863.875,251538.9531,258432.2656,267575.0625,279003.9375,292596.2188,307943.0313,324345.7188,340957.4375,356999.1563,371955.0938,385681.3125,398358.4063,410319.9375,421827.5313,432873.0313,443087.0313,451759,457991.875,461007.0625,460544.9688,457211.6563,452486.4063,448272.5625,446138,446680.4063,449412.0938,453240.4063,457153,460657.2813,463763.125,466626.9063,469228.8125,471279.2188,472365.2813,472167.9063,470576.9063,467682.375,463683.1875,458792.9688,453169.8125,446882.1563,439898.6875,432135.9375,423518.0625,414007.4063,403496.625,391548.7813,377031.9375,357902.5313,331418.4688,295045.5625,247925.875,192245.5781,133517.7656
sal13-6,D11,273625.0625,252029.7813,236699.4531,232465.7656,240871.9844,259942.3438,285362.6563,312229.7188,336426.0938,355294.2188,367657.4375,373472.0313,373418,368528.7813,359999.7188,349138.9688,337351.0938,326071.7813,316608.3438,309957,306642.1875,306655.3438,309474,314151.5625,319483.25,324241.9688,327463.75,328706.5625,328129.5,326329.3438,324031.9688,321811.5,320045.0625,319088.125,319501.8438,322091.125,327712.0313,336914.3125,349665.9688,365315.5938,382757.5313,400704.3438,417940.625,433475.0938,446638.6563,457131.875,465022.125,470683.25,474626.0313,477287.6563,478853.375,479283.1563,478568.3125,477109.1875,475892.375,476221.3438,479075.6563,484513.0313,491552.0313,498608.2813,504191.9063,507410.125,508063.7188,506420.875,502939.5938,498075,492235.8438,485797.875,479126.75,472558.0625,466338,460551.5,455115.9375,449834.875,444497.625,438931.7188,432968.5313,426335.5313,418504.5313,408530.2188,394888.1563,375384.4063,347378.3438,308594.875,258512.9375,199714.8125,138142.9688
sal13-6,D12,260611.2344,241938.375,227766.5313,222281.6563,227155.1719,241234.125,261387.7969,283829.2188,305189.2813,323078.9063,336175.7188,344084.5625,347104.4375,345993.875,341739.0938,335358.9688,327756.25,319672.5313,311639.6875,303957.9688,296691.5938,289727.4688,282932.3125,276382.125,270471.0938,265845.875,263103.2813,262453.625,263520.4063,265443.75,267258,268353.125,268803.9375,269411.4375,271434.5,276153.3438,284409.875,296327.7188,311272.375,328049.4375,345242.8438,361573.7188,376174.3125,388719.2813,399387.1563,408656.625,417017.2813,424707.25,431563.9063,437059.875,440504.9063,441396.1875,439790.9688,436554.1563,433271.3438,431768.1875,433396.1563,438484.5938,446250.5313,455217.7813,463859.7188,471100.9688,476478.625,480015.9063,481952.625,482515.1875,481808,479812.9375,476448.9063,471653.75,465452.9688,457993.375,449522.375,440320,430627.1875,420633.875,410513,400438.6875,390457.5,380179.4375,368338.4688,352514.9375,329376.2813,295726.5313,250218.125,194933.4375,135704.5469
CJ2,E7,405084.625,391104.1563,377400.3125,367355.6875,363331.5,365943.9375,374136.2188,385921.5,399356.5313,413289.875,427646.875,443221,460860.4688,480543.0313,500848.0938,519332,533715.3125,543042.25,547964.6875,550025.9375,550638.8125,550672,550942.9375,552947.9375,558931,570924.8125,589422.625,612650.5,637089.375,658974.6875,675908.1875,687684.75,696093.375,704041.125,714519.25,729752.125,750791.5,777550.75,809299.875,845262.1875,884900.6875,927676.9375,972584.75,1017953.188,1061735.625,1102053.875,1137490.75,1166907.75,1189033.75,1202202.75,1204612.5,1195128.25,1174303.375,1145169.75,1113097.875,1084493.125,1064689.375,1056053.375,1057379,1064818.875,1073782,1080675.25,1083746.375,1082918,1079076.375,1073316.5,1066490.125,1059116,1051489,1043828.625,1036298.188,1028892.188,1021369.938,1013382.375,1004796.625,995950.875,987484.625,979658.375,971463.6875,959928.75,939896.25,904366.5625,845615.625,757506.75,638828.3125,496352.6563,345228.9688
CJ2,E8,385707.4375,370221.4688,359560.6563,357024.25,363141.75,375746.2188,391330.5,406783.5313,420480.9375,432355.2813,443161.6563,453625.125,463969.0625,474101.3125,484029.1563,494136,505008.7188,516995.9688,529891.375,542987.25,555460.125,566774.1875,576886.5,586191.3125,595333.5,604980.125,615561.875,627142.875,639399.3125,651903.4375,664573.125,678035.75,693598.625,712730.875,736399.0625,764726.375,797163.25,832998.75,871766.5,913237.5,957088.375,1002490.75,1047901.313,1091147.375,1129800.875,1161671.75,1185238.5,1199874.125,1205693.875,1203202.25,1192918.625,1175412.75,1151790.625,1124330.5,1096630.875,1072846.75,1056249.5,1047962.75,1046631.188,1049224.875,1052403.25,1053706.5,1052051,1047522.188,1040793.375,1032539.688,1023186.313,1012991.625,1002260.125,991486.125,981275.75,972133.5,964247.5625,957440.875,951290,945370.75,939445.1875,933349.5625,926496.3125,916995.125,900733.25,870979.6875,819297.6875,738277.375,625620.5625,487673.9688,339768.6875
CJ2,E9,421658.9375,423497.9688,426972.6875,431306.3438,435296.1563,437735.0313,437860.7813,435743.75,432401.2188,429497.25,428757.75,431418.2188,437992.0313,448549.3438,463038.0625,481286,502602.4063,525322,546869.125,564424.25,575911.3125,580654.625,579497.625,574414.75,567984.25,562846.125,561162.4375,564071.625,571458.3125,582221.6875,595158.375,609899.25,627321.5625,649172.75,677084,711636.625,751940,795984.75,841524.3125,886940.75,931630.1875,975619.3125,1018860.938,1060755,1100201.75,1135929,1166646.75,1190929.75,1207047.5,1213105.375,1207602.875,1190217.875,1162549,1128412.375,1093374.375,1063397.375,1042991.125,1033739.813,1033976.188,1039744.625,1046445.563,1050405,1049715.125,1044250.438,1035095.25,1023661.375,1010984.125,997487.875,983292.875,968726.625,954620.4375,942061.5,931764.5625,923509.625,916102.3125,907923.1875,897682.8125,884804.25,869066.0625,849613.625,823840.9375,786883,732338.0625,654496.125,551623.875,428861.2813,298694.7813
exit65,E10,193852.6406,174036.9219,158180.0625,150585.9531,153027.8281,164544.6563,182417.6406,203457.8125,224888.3438,244653.5938,261401.0313,274407.0313,283527.7813,289073.8438,291595.0938,291623.5313,289513.5313,285443.3438,279547.1875,272094.8125,263633.5938,255017.0781,247255.0625,241221.7969,237287.8438,235119.625,233811.2969,232367.4219,230261.3594,227770.6094,225854.4375,225707.2031,228270.8906,233966.2188,242726.5313,254178.9688,267804.9063,282979.9375,298976.375,314996.9375,330286.8125,344309.2188,356871.3438,368143.1875,378528.8438,388442.1563,398085.4688,407314.9063,415633.9063,422325.6875,426656.5938,428152.75,426877.5313,423610.2813,419771.25,417008.6563,416566.9063,418775.9688,422975.2813,427920.125,432421.8438,435827.3438,438105.75,439571.9375,440522.9375,441020.625,440929.1875,440085.6875,438433.7813,436020.8438,432905.375,429082.7188,424501.875,419152.875,413143.5313,406710.5313,400131.4063,393563.4063,386822.875,379121.5313,368817.625,353341.6875,329560.0625,294788.25,248293.4531,192593.875,133594.5781
exit65,E11,246302.875,228396.5313,216862.9219,215416.0938,224587.7969,241913.6719,263356.75,284949.4375,303802.125,318307.625,327883.0938,332609.375,332961.625,329617.9688,323344.2813,314924.4375,305138.1563,294790.5938,284750.3438,275950.5313,269297.5313,265474.9063,264664.4063,266323.5625,269199.5313,271665,272338.7188,270665.375,267141.9688,263026.1875,259704.7813,258134.6094,258677.5156,261325.6875,266089.4375,273195.125,283017,295779.8438,311292.3438,328856.375,347383.3125,365636.3125,382452.6563,396909.1875,408405.625,416722.2188,422025.6875,424834.4688,425891.6563,425949.0313,425551.0313,424952.2813,424285.0313,423847.625,424288.0625,426429.3438,430796.4063,437170.7813,444539.4688,451511.5938,456898.6875,460107,461140.625,460348.8125,458146.4063,454880.0625,450834.5938,446294.375,441561.7813,436916,432528.5625,428417.8125,424459.6563,420463.375,416259.3438,411744.75,406870.4063,401546.2813,395471.3125,387871.625,377221.4688,361103.0313,336504.1875,300793.9375,253245.6875,196406.9219,136288.7188
exit65,E12,249282.0156,231079.6094,216623.8906,210133.9844,213440.6563,225576.7813,243630.2188,264124.125,284090.9688,301490.5313,315155.7813,324581.5313,329785.4375,331220.2813,329637.1563,325888.0938,320726.6563,314741.9375,308384.5625,302013.5625,295851.9375,289903.5625,283976.875,277866.9063,271660.8125,265896.0938,261433.5938,259058.0938,259065.9375,261109.7344,264409.625,268191.5313,272059.9063,276124.9688,280849.125,286791.875,294377.5313,303801.4688,315005.0625,327698.5313,341353.0938,355232.1563,368496.2188,380398.3125,390493.7188,398730.3125,405364.7813,410746.7813,415089.875,418339.1563,420206.9063,420377.375,418803.2813,415986.1563,413020.5625,411299.1875,411961.375,415396.5,421099.9688,427969.0938,434803.0625,440711.6875,445267.5313,448424.875,450352.5625,451254.8438,451238,450248.3125,448105.625,444635.125,439815.8125,433844.2188,427065.9688,419822.8125,412325.25,404652.2188,396835.8438,388931.125,380893.8438,372241.8125,361616.375,346545.5,323763.0625,290292.125,245087.2656,190469.5781,132306
p1714,F7,407613.1563,397717.5938,389912.875,386024.7813,386528.625,390710.125,397397.9375,405695.5313,415212.3438,425949.375,437947.0938,451103.9688,465174.8125,479818.5938,494688.5,509422.2188,523587.4375,536649.125,548028.875,557258.0625,564308.25,569883.75,575530.5,583403.125,595718.75,614084.125,638896.5,669114.25,702524.3125,736470.1875,768786.9375,798601.3125,826602.5,854775.5,885563.3125,920812.5,960760.75,1003619,1045940.875,1083638.625,1113207.5,1132568.375,1141402.25,1140997.375,1133838.625,1123007,1111420,1101063.625,1092394.25,1084214.125,1074154.125,1059801.5,1040066.188,1016243.188,991992.625,972088.125,960380.375,958114.375,963507.8125,972725.625,981548,986826.3125,987162.4375,982771.8125,974907.4375,965161.375,954901.4375,945001.125,935816,927361,919480.75,911859.0625,903961.0625,895032.8125,884314.625,871363.8125,856219.125,839218.5625,820463.6875,799102.4375,772663.8125,736717.125,685355.75,613017.0625,517538.0938,403160.9063,281307.5313
p1714,F8,400886.3438,383315.6875,369844.5313,364435.8125,368694.5313,381553.7188,399977.6875,420209.9375,438913.8125,454050.75,465223.75,473511.5313,480747.375,488595.75,497913.125,508621.0938,520143.875,531928.5625,543734.3125,555567.3125,567438.1875,579207.5625,590759.875,602281.625,614446.25,628280.0625,644807.75,664613.75,687639.875,713282.125,740747.125,769533.25,799775.9375,832231.1875,867881.875,907211.3125,949527.3125,992710.5,1033570.688,1068722.875,1095592,1113101.75,1121780.875,1123388.5,1120268.875,1114642.75,1108094.75,1101241.875,1093731.75,1084483.125,1072145.875,1055756.5,1035446.563,1012957.375,991517.9375,974851.625,965651.75,964330.8125,968872.3125,975826.875,981838.0625,984764.875,983934.0625,979656,972556.3125,963196.5,952075,939805.9375,927158.9375,914889.875,903486.6875,893046.1875,883325.1875,873866.0625,864099.375,853423.0625,841282.1875,827211.5625,810670.125,790539.75,764380.375,727926.75,675546.0625,602155.0625,506278.7188,392782.9375,273248.4063
p1714,F9,458502.3438,460291.4063,462758.6875,465064.1875,466227.5313,465429.6875,462386.625,457669.0938,452836.5313,450168.3438,451920,459469.9688,472720.5,490254.875,510036.4375,530167.625,549293,566460.9375,580816.5,591520.6875,597979.4375,600271.75,599382.25,597101.125,595662.5,597216.5,603384.6875,614892.5625,631491.875,652265.75,676316.6875,703499.8125,734726.875,771600.4375,815490.125,866409.5625,922276.75,979018.25,1031558.688,1075328.875,1107568.875,1127831.5,1137572,1139330.875,1135963.875,1130114.25,1123832.875,1118152,1112819.625,1106343.5,1096555.5,1081606.5,1061107,1036894.75,1012932.375,994053,984028.375,983932.6875,991700.625,1003112.625,1013540.563,1019550.438,1019680.313,1014323.438,1004994.313,993438.875,980956.8125,968143.9375,955035,941473.4375,927445,913218.9375,899257,885992.25,873645.375,862178.875,851367.0625,840819.4375,829755.375,816449.4375,797509,767458.625,719325.4375,646803.0625,547679.0625,426980.2813,297542.8438
fb5,F10,398582.875,389767.9063,379116.6875,368607,360598.2813,357263.2188,359999.7813,369050.125,383370.9688,400926.8438,419336.4063,436651.1875,451939.75,465371.875,477807.0625,490083.7188,502442.9375,514270.5625,524334,531417.6875,535025.8125,535841.8125,535556.0625,536183.625,539214.1875,545146.875,553580.8125,563672.4375,574582.75,585694.5625,596637.125,607313.8125,617951.8125,629208.9375,642115.125,657848.25,677407.8125,701346.0625,729683.4375,762037.0625,797904.9375,836898.375,878876.5,923830.0625,971602.25,1021454.75,1071687.75,1119569.75,1161643.625,1194418.75,1215168.875,1222641.625,1217546.875,1202687.125,1182525.125,1162038.75,1145157.375,1133457.125,1125873.125,1119591,1111602.75,1100025.125,1084619.75,1066384.625,1046720.813,1026676.25,1006675.063,986745.5625,966947.9375,947691.5625,929802.75,914286.5,901916.625,892804.875,886170.5,880507.5625,874151.6875,865891.875,855065.625,840857.8125,820965.9375,790520.1875,742344.75,669328.875,568424.6875,444334.7188,310296.75
fb5,F11,459638.625,452475.1875,444220.9375,436312.625,430501.5,428420.2188,431194.9375,439110.4375,451567.0938,467144.0625,483892.0313,499673.9063,512589.125,521385.8438,525782.4375,526517.3125,525026.8125,522900.7188,521299.5,520655.5,520790.7813,521282.0625,521844,522488.4688,523452.4063,525060.5625,527636.25,531532.4375,537134.875,544777.5625,554631.25,566694.3125,580958.4375,597719.25,617735,642095.875,671849.4375,707465.0625,748606.25,794184.6875,842761.125,892988.3125,943855.1875,994662.5,1044800.688,1093424,1139236,1180411.25,1214784.625,1240199,1255042.875,1258804.125,1252608.875,1239501.5,1224069.5,1211191.25,1204239.5,1203632.25,1206679.875,1208858.125,1205795.75,1194898,1175966,1150814,1122300.625,1093347,1066240.375,1042355.313,1022205.375,1005683,992327.3125,981493.4375,972449.75,964432.1875,956710.375,948674.6875,939882.625,929947.875,918173.75,902908.625,880722.875,845894.6875,791014.4375,709366.3125,598786.3125,465175.5938,322995.5625
fb5,F12,468921,463974.5,456417.375,447718.2188,440054.7188,435471.5313,435120.875,439075.3438,446687.7813,457115.25,469629.9063,483689.8438,498839.4063,514603.625,530378.1875,545281.75,558094.5,567425.4375,572081.375,571557,566350.875,557992,548781.4375,541424.8125,538617.3125,542513.25,554069.625,572485.9375,595179.6875,618574.125,639442.875,656125.5625,668889.375,679453.0625,690018.3125,702535.5,718421.8125,738679.6875,764081,795208.75,832239.3125,874700.8125,921379.375,970521.6875,1020163.313,1068319.875,1112963.625,1151894.25,1182779.375,1203445.875,1212306.25,1208818.75,1193932.5,1170368.75,1142468.875,1115331,1093353.75,1078873.5,1071553.875,1068933.375,1067684.875,1064889,1058809.5,1048962.875,1035745.063,1019900.875,1002134.875,983004.6875,963059.5625,943034.1875,923927.125,906822.8125,892528.4375,881164.75,872025.375,863852.875,855413.5625,845937.8125,834990.4375,821618.1875,803112.25,774167.0625,727377.125,655663.4375,556188,433908.375,302215.0313
control,G10,240361.375,250173.4688,261207.7969,270817.4063,276760.8438,277932.2813,274492.2188,267477.9375,258217.8281,247881.2031,237287.5469,226924.7656,217045.875,207755.375,199056.0156,190874.125,183094.625,175605.9844,168334.9219,161262.125,154421.5625,147890.875,141777.2656,136190.7656,131212.1406,126854.8672,123045.9141,119628.2266,116387.1406,113093.4688,109554.7344,105659.6172,101398.8125,96859.00781,92189.53906,87557.46875,83113.10156,78973.23438,75218.46875,71896.10156,69018.57031,66563.78125,64484.4375,62725.32031,61237.99609,59980.00781,58900.36328,57922.96875,56943.58984,55846.97656,54538.37109,52980.98047,51225.16406,49415.28125,47757.71484,46451.55078,45611.08203,45220.91406,45152.58203,45228.93359,45296.22266,45264.72656,45104.31641,44820.46484,44427.99219,43942.1875,43379.58594,42759.28516,42100.20313,41416.37109,40716.78906,40010.51563,39311.4375,38637.15234,38000.25391,37391.49609,36766.45703,36044.06641,35120.26953,33889.25781,32255.12305,30124.75977,27399.18555,23993.10938,19905.70117,15311.6748,10599.92676
control,G11,226023.2656,236986.6406,248585.7813,257927.5,262787.4688,262313.2188,257042.2188,248371.5156,237888.7969,226889.7813,216183.9219,206128.4688,196774.3281,188028.9219,179778.7656,171954.8906,164535.0781,157510.7813,150847.875,144477.2813,138319.5156,132331.7344,126544.9609,121064.4766,116025.9766,111527.6797,107570.6719,104037.7656,100721.3672,97395.52344,93897.17188,90179.51563,86315.42188,82454.98438,78769.27344,75399.875,72426.1875,69853.71875,67626.07813,65652.78906,63836.8125,62089.99219,60338.69922,58533.61719,56664.80078,54772.625,52936.73828,51241.82422,49736.36328,48405.36719,47172.46484,45936.30859,44629.43359,43272.71484,41987.93359,40951.34766,40307.98047,40096.1875,40228.76953,40535.10938,40831.14844,40973.52344,40880.46484,40526.60938,39934.79297,39170.83203,38335.69141,37542.58203,36882.09766,36389.33594,36036.40625,35753.82031,35468.10547,35131.77734,34730.27734,34266.91797,33742.76563,33146.44531,32451.8125,31611.43164,30536.94531,29074.39063,27007.55078,24122.51758,20332.08203,15802.50977,10989.00684
control,G12,255520.6719,265016.2188,275572.3438,284687.5,290316,291491.2813,288376.5938,281877.7813,273147.4063,263224.0938,252875.4219,242589,232629.5625,223107.2188,214035.25,205365.5469,197016.0625,188899.3125,180952.4688,173163.25,165583.1719,158316.4844,151499.9531,145275.5313,139758.3594,135004.7031,130977.0703,127518.0625,124358.9766,121174.6875,117674.0938,113690.2813,109225.9375,104428.7578,99521.39063,94722.19531,90189.45313,86005.02344,82190.15625,78735.17969,75628.05469,72866.14844,70456.20313,68407.36719,66722.32031,65386.34766,64354.02344,63540.46094,62822.61328,62054.21875,61095.83594,59854.59375,58326.76172,56619.72656,54934.79297,53498.83984,52473.86328,51890.51172,51646.19141,51561.77344,51461.95703,51229.59766,50819.62891,50242.4375,49542.11719,48778.67578,48015.02734,47303.96094,46673.77734,46119.41016,45603.79297,45069.60547,44455.36328,43709.84375,42800.94922,41725.39844,40514.39063,39228.52734,37926.98438,36614.16797,35186.29297,33411.80859,30975.75781,27596.45703,23179.66016,17945.57422,12436.57031
