Sample,Well Location,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
ala1,F7,241015.1875,220904.6094,204204.6719,195553.5781,197205.2188,208552.9688,226807.1406,248354.125,269925.4063,289289.0625,305365.1563,317991.0938,327463.0625,334164.2188,338344.25,340212.6875,340171.9063,338966.2813,337524.75,336636.5313,336566.5938,336992.4063,337276.5313,336909.9063,335930.125,334962.4688,334949.625,336629.5625,340143.8438,344998.875,350378.3125,355653.375,360704.4375,365971.4063,372172.625,380014.0625,389988.0938,402328.4688,417055.4375,433985.0625,452714,472602.6563,492950.9688,513260.2188,533475.9375,554055.3125,575754.875,599295.25,625040.3125,652859.5625,682207.1875,712428.3125,743278.875,775426.5625,810590.625,851024.75,898437,952999.5,1012942.75,1075020.5,1135335.75,1190094.375,1236068.375,1270954.375,1293746.375,1304937.875,1306307.375,1300210.5,1288765.5,1273352.125,1254681.875,1233260.75,1209844.875,1185609.25,1161914.375,1139861.75,1119822.5,1101150.25,1082032.875,1059382.875,1028605.375,983446.125,916527.4375,821312.4375,695579.8125,544993.8125,384170.4063
sal13,F8,304271.4063,271374.3438,246839.2969,237072.3438,243562.3906,263324.5,291310.5938,322919.0625,355173.75,386448.9375,415521.9063,440857.2813,460583.0625,472921.5625,476728.8438,471775.8438,458748.9688,439078.0313,414692.4375,387785.9375,360602.9375,335179,313047.75,294932.1563,280521.1563,268563.5,257389.5625,245715.0313,233381.1875,221582.8906,212492.9531,208486.8281,211382.8906,222034.6406,240300.4219,265247.3125,295445.3125,329254.0313,365069.3438,401523.5938,437560.3125,472393.7813,505415.4375,536107.6875,564055.875,588981.9375,610753.5,629340.8125,644713.5,656732.75,665141.1875,669722.375,670669.0625,669013.0625,666710.5625,666135,669078.5625,675869.0625,685209.3125,694863.8125,702737.3125,707637.6875,709387.75,708422.25,705280.125,700310.25,693634.375,685281.5625,675334.375,664026.5,651737.9375,638926.0625,626016.4375,613336.625,601078.4375,589289.375,577850.8125,566419.25,554302,540248.1875,522213.5625,497236.5,461743.4375,412566.5,348664.375,272846.3125,192287.9688
sal13,F9,292677.5313,258211.7188,230115.0938,215755.625,218471.1563,237136.8594,267531.6563,304277.5313,342292.4063,377543.1563,407287.6875,430108.3438,445778.9688,454909.0313,458466,457345.5938,452167.5313,443300.1563,431070.6875,415991.1563,398951.4375,381248.25,364408.1563,349762.7813,337947.2813,328575.375,320419.7188,312093.6875,302911.25,293390.3125,285117.125,280039.0625,279728.9375,284986.9375,295921.7188,312224.2188,333358.0313,358544.1875,386695.9063,416477.4063,446527.625,475749.4063,503470.5,529459.3125,553774.875,576590.875,597980.5,617738.875,635288.1875,649688.25,659874.4375,665090.6875,665481.9375,662473.4375,658644.0625,656929,659421.25,666467.375,676575.875,687225.5625,695997.3125,701375.625,702921,700937.5625,696028.25,688791.125,679751.5625,669393.875,658198.3125,646611.125,634964.1875,623433.0625,612072,600888.8125,589884.625,578996.4375,567998.5625,556429.4375,543566.3125,528344.625,509128.0625,483433.625,448011.4688,399745.125,337428.4688,263655.6875,185428.25
sal13,F10,285964.8125,263524.8438,247593.7969,242097.9531,247522.6094,261574.875,280930.9375,302766.5938,325248.5,347206.875,367641.25,385483.4375,399634.6563,409113.2188,413140.4375,411268.375,403506.4063,390487.5,373520.5938,354421.125,335135.7813,317297.25,301838.875,288848.625,277634.9688,267055.25,255976.5313,243826.8906,230979.4063,218774,209190.0625,204320.4375,205854.8125,214784.2188,231269.5781,254726.3906,284022.3438,317724.75,354303.4375,392202.8438,429840.2188,465657.5625,498309.375,526955.5625,551474.25,572405.6875,590593.25,606744,621061.1875,633183.9375,642347.75,647817.0625,649436.875,648103.125,645774,644844.75,647110.6875,652944.4375,661197.4375,669883,677127.8125,681821.125,683724.3125,683133.125,680481.6875,676054.5,669958.625,662235.75,653016.0625,642602.3125,631440,620023.75,608787.3125,598019.9375,587794,577927.1875,568009.0625,557501,545775.25,531946.6875,514453.4063,490624.8438,456767.9688,409260.1563,346591.0938,271414.5938,191128
lex9,G5,203903.6563,181316.3438,165484.0313,161284.2969,169749.2344,188072.8438,211289,234456.0781,254264.9219,269555.2188,280961.0625,290015.4375,298153.8438,305909.125,312668.0938,317090.2813,317936.125,314850.5313,308591.5625,300639.4375,292413.2188,284648.25,277227.9375,269507.3438,260865.5313,251189.2188,241075.8438,231722.6563,224637.6875,221249.1719,222639.625,229353.6406,241422.0313,258535.8125,280276,306370.5,336761.3438,371467.5625,410282.125,452535.5,497061.7188,542487.5,587639,631874.1875,675193.0625,718079.6875,761170.5,804852,848875,892043.375,932201.8125,966702.8125,993461.625,1012209.438,1025081.875,1035915.438,1048374.563,1063985,1081368.25,1097138.375,1107798.75,1111330.5,1107728.5,1098455.5,1085489.125,1070548.75,1054738.125,1038567.313,1022153.438,1005420.938,988219.8125,970368,951706.875,932179.4375,911903.8125,891131.8125,870063.0625,848595.0625,826097.375,801157.875,771217.4375,732237.4375,678932,606247.4375,512141.3125,400457.8438,281825.25
lex9,G6,195201.4688,174264.4219,158752.625,152981.6094,158005.4844,171776.0625,190738.8438,211560.3906,232022.2188,250942.1406,267579.125,281279.9063,291490.2813,297969.75,300915.1875,300857.0938,298458.5625,294371.5938,289220.7813,283572.2188,277847.4063,272203.375,266522.75,260603.75,254454.5313,248453.9375,243247.0156,239501.5313,237671.2031,238011.875,240735.3281,246242.6875,255191.1094,268402.9375,286628.7188,310312.9375,339457.4375,373599.9375,411841.7813,452958.8438,495552.0313,538288.875,580201,620939.9375,660851,700808.5625,741814.625,784424.6875,828187.125,871351.5,911044.75,944181.75,968843.3125,985475.8125,997134.4375,1008231.938,1022361.813,1040477.5,1060548.875,1078879.75,1092063.875,1098341.125,1097771.75,1091558.375,1081199.375,1067945.125,1052638.5,1035791.375,1017742.75,998794.375,979287.625,959592.0625,940030.8125,920810.4375,902007.75,883603.6875,865497.6875,847397.5,828558.625,807360.5,780813.8125,744279.875,691954.375,618601.3125,522447.25,407968.1875,286534.8125
lex9,G7,182680.75,161782.8438,145312.3125,137640.3594,140512.875,152917.5938,172014.5156,194361.7344,216799.3906,236962.3125,253560.7813,266412.7188,276247.8125,284175.8125,291138.9375,297499.5,302990.5938,306974.625,308847.625,308323.5,305586.1563,301188.75,295786,289833.375,283380.7188,276198.9688,268137.9063,259604.5313,251774.9688,246412.9375,245367.7656,250047.1875,261160.1875,278775.75,302568.8438,332038.4688,366574.3438,405397.9063,447488.25,491620.125,536628.8125,581716.625,626698.875,671939.4375,718052.3125,765464.6875,814024.6875,862717.125,909570.25,951736.375,985974.4375,1009674.625,1022144.25,1025549.313,1024670.563,1025199.438,1031294.625,1043778.625,1060125.5,1076145.375,1088156.5,1094299.5,1094485.5,1089501.125,1080149.625,1066976.25,1050491.25,1031452.563,1010935.688,990076.375,969714.375,950151.75,931146.375,912145,892609.25,872271.5,851181.8125,829479.1875,806925.75,782320.5625,752984.5,714586.625,661727.8125,589632,496769.1563,387341.0625,271831.9063
exit69,G8,285720.25,256632.75,236986.2344,232809.7031,245118.1875,270174.5938,301768.5938,333877.5313,362315.5,385059.8438,401683.3438,412547.125,418198.0313,419036.2188,415292,407155.9063,395035.7188,379714.7188,362410.7188,344625.25,327889.5313,313462.5625,302092.4375,293850.0625,288123.1563,283787.1563,279646.6875,274988.6875,270006.875,265785.6875,263871.7188,265630.6563,271776.5313,282312.25,296748.3125,314421.6875,334683.9375,356922.7813,380510.7188,404778.9688,429078.8125,452838.4063,475649.5625,497271,517598,536564.6875,554039.1875,569742.0625,583211.3125,593833.9375,600972.8125,604210.125,603733.375,600682.125,597126.3125,595482.9375,597513.6875,603495.75,612116.875,621172.125,628609.125,633265.1875,634969.4375,634170.75,631452.4375,627247.25,621775.875,615135.875,607401.5,598711.25,589298.625,579465.9375,569524.25,559705.4375,550084.875,540551.3125,530825.4375,520493.9375,508959.5313,495254.2813,477742.3125,453922.9688,420655.8125,375105.0313,316356.4063,247012.3906,173640.1875
exit69,G9,274822.8438,239504.3125,214562.0781,207897.0781,221757.7031,252395.75,292278.0625,333227.7188,368918.75,395952.9063,413643.1563,423085.0938,426040.5625,424134.0625,418486.5313,409807.7813,398643.4688,385600.3125,371469.9688,357240.1875,343993.9063,332679.4063,323716.7813,316697.7188,310407.7813,303354.0313,294602.4375,284392.8438,274130.6875,265739,260794.4531,260040.2188,263463.2188,270744.6875,281644.2813,296074.8438,313900.5,334696.8438,357669.0313,381818.0313,406226.0313,430316.1563,453909.5313,477037.4688,499649.0625,521392.125,541623.375,559582.75,574548.3125,585887.0625,593072.8125,595868.5,594725.6875,591148.375,587611.5625,586806.125,590504.3125,598694.625,609600.3125,620576.125,629326.75,634694.9375,636697.3125,636033.5,633492.3125,629664,624911.3125,619466.1875,613464.125,606898.9375,599609,591354.375,581956.3125,571397.4375,559806.0625,547369.5625,534234.4375,520401.5313,505584.6875,489014.1875,469204.375,443810.0625,409842.25,364532.875,306873.6563,239236.2813,167895.9688
exit69,G10,221818.2188,197229.1719,181045.4531,178205,189187.7188,210424.2656,236469.4063,262398.6563,285149.2188,303534.2813,317521.75,327498.5313,333834.0313,336795.3438,336531.5313,333121.4063,326670.2188,317460.2188,306101.3125,293556.5625,281001.5313,269600.5313,260241.2656,253304.3281,248521.4688,245074.6875,241943.875,238452.5,234694.4844,231586.8594,230515.0938,232818.2813,239384.9063,250473.5,265768.7813,284531.3438,305822.6875,328735.9688,352562.25,376838.7813,401224.2188,425346.5313,448706.5938,470743.0625,490989.1875,509200.875,525380.25,539654,552065.9375,562396.3125,570094.8125,574530.625,575503,573760,571102.25,569808,571638.5,577009.875,584863.3125,593266.5,600310.75,604746.125,606138.8125,604679.375,600854.6875,595217.0625,588258.875,580381.8125,571934.625,563236.75,554568.3125,546140.75,538067.875,530362.4375,522927.25,515536.2188,507826.2188,499306.5,489341.2188,476999.4688,460757.8438,438241.875,406392.3438,362408.2813,305420.5313,238102.9688,167053.5781
control,H5,201892.7188,201013.0938,204989.0625,213487.8906,224552.7969,235427.9688,243643.5938,247761.8594,247541.3594,243614.1406,237001.4375,228699.4531,219454.7969,209712.5313,199670.2656,189392.0469,178931.0938,168405.625,158008.875,147947.4688,138360.8594,129283.5469,120686.7813,112563.8281,105014.4297,98250.29688,92534.00781,88071.55469,84931.89063,83019.75,82109.61719,81910.78125,82135.04688,82541.17188,82955.10938,83265.95313,83413.78906,83379.10938,83186,82916.45313,82722.46875,82819.59375,83440.25,84763.39063,86829.04688,89490.5625,92430.60156,95251.07813,97594.72656,99245.21094,100155.0391,100413.75,100197.1406,99743.14063,99342.32031,99312.24219,99918.07031,101279.9219,103314.1406,105759.9688,108267.7969,110490.6094,112142.2266,113028.8906,113070.5469,112324.2031,110982.3281,109331.7656,107669.0938,106210.7109,105037.0547,104091.2344,103234.5781,102322.4531,101271.0156,100073.3359,98761.72656,97338.36719,95705.07031,93626.48438,90714.375,86442.44531,80210.75781,71517.73438,60249.04688,46962.11719,32957.54688
control,H6,200705.3281,202879.4688,208617.25,216913.5156,225827.0156,233263.6563,237712.4844,238583.1875,236093.5156,230921.7969,223859.75,215594.5625,206636.4531,197339.7031,187962.3125,178698.125,169673.8906,160916.5,152337.9688,143767.7031,135028.0625,126016.1172,116745.0703,107340.1641,98003.46094,88986.23438,80569.03125,73044.95313,66670.71875,61602.19922,57842.07031,55241.87109,53554.66797,52514.10938,51896.82813,51546.37891,51369.73438,51324.50391,51416.25,51702.04297,52284.13672,53272.55078,54732.96484,56643.98047,58894.86719,61324.5,63766.85156,66077.75781,68128.79688,69790.51563,70935.64063,71476.50781,71424.61719,70933.64844,70289.82031,69827.07813,69804.20313,70307.67188,71238.15625,72379.04688,73503.41406,74450.07813,75137.74219,75532.03906,75602.45313,75305.01563,74599.79688,73489.53906,72047.75,70416.57813,68772.36719,67277.67188,66043.97656,65117.90234,64485.36328,64086.08594,63827.92188,63593.39063,63235.75,62557.55859,61277.72656,59007.19922,55280.79688,49692.51172,42125.12109,32973.04688,23189.92383
control,H7,740.6375732,730.5957642,729.6127319,738.8651733,756.036438,776.7984009,796.8916626,813.3769531,824.6586304,829.9934082,829.2630615,823.0973511,812.8910522,800.3835449,786.8982544,772.828186,757.7758179,741.3525391,724.0664673,707.6002808,694.1572876,685.2915039,681.00177,679.6514282,678.6625366,675.4915771,668.3724976,656.7287598,641.2879639,623.9710083,607.479126,594.6040039,587.4310913,586.7075195,591.6586914,600.3222046,610.2553101,619.1868286,625.3331909,627.4117432,624.6732178,617.1953735,606.234314,594.2047119,584.0545044,578.2550659,577.894165,582.2282104,588.7825928,593.9160156,593.8182373,585.8027344,569.5101929,547.3712158,523.901001,504.0048523,491.0942078,485.9546204,486.8545837,490.6826477,494.3484192,495.7339478,493.9818115,489.4179077,483.3808899,477.8968506,475.0405273,476.085968,480.9282227,488.1375427,495.5593567,501.0573425,503.0361328,500.6609497,493.8668823,483.2320251,469.7108765,454.2625122,437.4718018,419.2979431,398.9628906,374.9010315,344.838623,306.3392944,258.078949,201.4404602,141.2915955
