GI:769856154
GI:769837384
GI:769842558
GI:769846919
GI:769863688
GI:769860468
GI:769836533
GI:769842016
GI:769833722
GI:769851037
GI:769850464
GI:769864651
GI:769849137
GI:769843558
GI:769863492
GI:769866507
GI:769853562
GI:769840912
GI:769846581
GI:769866071
GI:769833694
GI:769831690
GI:769855936
GI:769839402
GI:769854289
GI:769844417
GI:769845947
GI:769866472
GI:769849283
GI:769842753
GI:769834297
GI:769837816
GI:769837653
GI:769867883
GI:769836698
GI:769835466
GI:769849690
GI:769860930
GI:769851584
GI:769863439
GI:769866549
GI:769868057
GI:769833565
GI:769849828
GI:769869234
GI:769848139
GI:769837490
GI:769835516
GI:769833563
GI:769830166
GI:769834023
GI:769861242
GI:769840043
GI:769837170
GI:769867887
GI:769868607
GI:769856211
GI:769861380
GI:769839578
GI:769837354
GI:769868332
GI:769856897
GI:769855776
GI:769838594
GI:769868737
GI:769846269
GI:769863312
GI:769837957
GI:769829816
GI:769840059
GI:769854295
GI:769853261
GI:769860819
GI:769831764
GI:769860568
GI:769857039
GI:769840405
GI:769835132
GI:769863019
GI:769839900
GI:769831762
GI:769839062
GI:769864359
GI:769856580
GI:769859729
GI:769833138
GI:769831063
GI:769862735
GI:769837090
GI:769837088
GI:769853708
GI:769836714
GI:769841175
GI:769843782
GI:769842106
GI:769855429
GI:769840053
GI:769843780
GI:769832805
GI:769834046
GI:769846449
GI:769839118
GI:769852862
GI:769866875
GI:769832134
GI:769835200
GI:769866067
GI:769865398
GI:769844022
GI:769857286
GI:769864512
GI:769848889
GI:769833233
GI:769843918
GI:769834650
GI:769859353
GI:769862423
GI:769836723
GI:769861284
GI:769844696
GI:769860003
GI:769853858
GI:769842704
GI:769849050
GI:769830873
GI:769837606
GI:769858525
GI:769838592
GI:769863524
GI:769863628
GI:769839775
GI:769846283
GI:769869146
GI:769863436
GI:769862662
GI:769868320
GI:769830843
GI:769843089
GI:769835571
GI:769846059
GI:769855988
GI:769864709
GI:769858718
GI:769857974
GI:769843894
GI:769854833
GI:769861260
GI:769854534
GI:769853277
GI:769859605
GI:769863287
GI:769844525
GI:769844753
GI:769856913
GI:769844743
GI:769835376
GI:769843091
GI:769851360
GI:769834509
GI:769839949
GI:769847565
GI:769849772
GI:769859400
GI:769868935
GI:769831054
GI:769839559
GI:769863130
GI:769844704
GI:769831237
GI:769849694
GI:769866015
GI:769862587
GI:769863604
GI:769856977
GI:769830185
GI:769867080
GI:769852441
GI:769850824
GI:769854864
GI:769846126
GI:769841648
GI:769864879
GI:769850840
GI:769862702
GI:769861256
GI:769865184
GI:769848117
GI:769834042
GI:769861086
GI:769850975
GI:769862771
GI:769867859
GI:769842300
GI:769839755
GI:769832136
GI:769865938
GI:769857177
GI:769831036
GI:769862686
GI:769836927
GI:769866982
GI:769833958
GI:769832670
GI:769862936
GI:769846145
GI:769862040
GI:769836435
GI:769860368
GI:769851084
GI:769866113
GI:769857476
GI:769833510
GI:769850539
GI:769838500
GI:769829850
GI:769868388
GI:769846177
GI:769839956
GI:769864133
GI:769859856
GI:769856006
GI:769837520
GI:769854574
GI:769854562
GI:769854572
GI:769834393
GI:769844156
GI:769834101
GI:769866688
GI:769841066
GI:769831380
GI:769850895
GI:769834044
GI:769858919
GI:769864009
GI:769843692
GI:769839329
GI:769847834
GI:769860150
GI:769834531
GI:769842882
GI:769866404
GI:769848686
GI:769837570
GI:769833048
GI:769859472
GI:769850814
GI:769836431
GI:769831122
GI:769846715
GI:769862688
GI:769864287
GI:769864606
GI:769835340
GI:769846486
GI:769866825
GI:769851908
GI:769856096
GI:769840148
GI:769850192
GI:769866914
GI:769863817
GI:769846789
GI:769857609
GI:769859550
GI:769849822
GI:769835822
GI:769867734
GI:769833219
GI:769837518
GI:769861997
GI:769833298
GI:769849052
GI:769856160
GI:769858060
GI:769854424
GI:769835710
GI:769868907
GI:769859426
GI:769845755
GI:769840370
GI:769845784
GI:769864762
GI:769865288
GI:769864044
GI:365266869
GI:769840613
GI:769865232
GI:769865504
GI:769842168
GI:769830221
GI:769850664
GI:769833816
GI:769848915
GI:769856092
GI:769866775
GI:769830152
GI:769859405
GI:769867565
GI:769843160
GI:769839665
GI:769840334
GI:769833001
GI:769843157
GI:769845358
GI:769843499
GI:769839919
GI:769857391
GI:769845051
GI:769865909
GI:769847859
GI:769850509
GI:769839060
GI:769848903
GI:769854358
GI:769861672
GI:769864460
GI:769837243
GI:769837406
GI:769848319
GI:769862580
GI:769838412
GI:769835555
GI:769830931
GI:769864107
GI:769861272
GI:769861726
GI:769865112
GI:769864447
GI:769830657
GI:769863651
GI:769842718
GI:769850737
GI:769838871
GI:769855580
GI:769855578
GI:769839675
GI:769847794
GI:769842741
GI:769858661
GI:769855938
GI:769863866
GI:769835104
GI:769842140
GI:769836872
GI:769852927
GI:769858605
GI:769836271
GI:769867479
GI:769833112
GI:769854934
GI:769868196
GI:769838703
GI:769851555
GI:769865605
GI:769861166
GI:769837203
GI:769865326
GI:769853448
GI:769832256
GI:769851277
GI:769848590
GI:769862152
GI:769856412
GI:769856500
GI:769862178
GI:769833231
GI:769854356
GI:769856445
GI:769858035
GI:769855756
GI:769837172
GI:769840617
GI:769855039
GI:769837770
GI:769841800
GI:769858931
GI:769850283
GI:769859432
GI:769845772
GI:769859102
GI:769857682
GI:769832501
GI:769837456
GI:769837334
GI:769854023
GI:769860051
GI:769848588
GI:769849794
GI:769841161
GI:769860247
GI:769865254
GI:769844311
GI:769840000
GI:769855540
GI:769850654
GI:769851985
GI:769853435
GI:769836094
GI:769861928
GI:769840409
GI:769864853
GI:769840189
GI:769833886
GI:769832280
GI:769868592
GI:769860320
GI:769837140
GI:769851914
GI:769847678
GI:769865008
GI:769834202
GI:769865046
GI:769833106
GI:769868839
GI:769846785
GI:769834007
GI:769852281
GI:769835514
GI:769864135
GI:769855687
GI:769865198
GI:769867078
GI:769851924
GI:769852501
GI:769845410
GI:769855374
GI:769847882
GI:769856402
GI:769841324
GI:769841322
GI:769834661
GI:769833561
GI:769859915
GI:769855817
GI:769847774
GI:769859727
GI:769868833
GI:769852227
GI:769834659
GI:769840245
GI:769845209
GI:769835901
GI:769859858
GI:769829916
GI:769849279
GI:769859731
GI:769866073
GI:769837003
GI:769831548
GI:769853381
GI:769836682
GI:769862463
GI:769853980
GI:769835004
GI:769844214
GI:769836353
GI:769838260
GI:769857577
GI:769836105
GI:769837255
GI:769835754
GI:769830255
GI:769860019
GI:769855992
GI:769848741
GI:769845031
GI:769842700
GI:769867797
GI:769840844
GI:769849193
GI:769849064
GI:769852202
GI:769843902
GI:769865238
GI:769847494
GI:769840091
GI:769865653
GI:769855638
GI:769860011
GI:769839576
GI:769861993
GI:769846903
GI:769831834
GI:769844760
GI:769853339
GI:769868963
GI:769861310
GI:769839252
GI:769841563
GI:769867367
GI:769865548
GI:769836882
GI:769855011
GI:769853175
GI:769837339
GI:769854788
GI:769840120
GI:769868047
GI:769862115
GI:769838199
GI:769849319
GI:769866308
GI:769831911
GI:769865755
GI:769842333
GI:769832396
GI:769848630
GI:769862074
GI:769845949
GI:769846835
GI:769857383
GI:769837096
GI:769857915
GI:769863326
GI:769843996
GI:769855164
GI:769856071
GI:769856378
GI:769857603
GI:769854116
GI:769867742
GI:769859585
GI:769845281
GI:769843800
GI:769843321
GI:769859864
GI:769858875
GI:769864843
GI:769868338
GI:769862226
GI:769844206
GI:769859538
GI:769837074
GI:769866491
GI:769866680
GI:769859355
